imname	RA	DEC	EXPTIME
Q52F1V1	14:54:19	-11:26:13	40
Q52F2V1	14:54:18	-13:24:37	40
Q52F3V1	15:00:52	-14:23:49	40
Q52F4V1	15:00:51	-12:25:25	40
Q52F1V2	14:54:19	-11:26:13	40
Q52F2V2	14:54:18	-13:24:37	40
Q52F3V2	15:00:52	-14:23:49	40
Q52F4V2	15:00:51	-12:25:25	40
Q52F1V3	14:54:19	-11:26:13	40
Q52F2V3	14:54:18	-13:24:37	40
Q52F3V3	15:00:52	-14:23:49	40
Q52F4V3	15:00:51	-12:25:25	40
Q52F1V4	14:54:19	-11:26:13	40
Q52F2V4	14:54:18	-13:24:37	40
Q52F3V4	15:00:52	-14:23:49	40
Q52F4V4	15:00:51	-12:25:25	40
Q52F1V5	14:54:19	-11:26:13	40
Q52F2V5	14:54:18	-13:24:37	40
Q52F3V5	15:00:52	-14:23:49	40
Q52F4V5	15:00:51	-12:25:25	40
SLEW_QX_QY	15:00:51	-12:25:25	60
