imname	RA	DEC	EXPTIME
Q9F1V1	13:16:11	-27:07:2	40
Q9F4V1	13:16:07	-29:05:4	40
Q9F3V1	13:23:27	-30:03:0	40
Q9F2V1	13:23:23	-28:06:3	40
Q9F1V2	13:16:11	-27:07:2	40
Q9F4V2	13:16:07	-29:05:4	40
Q9F3V2	13:23:27	-30:03:0	40
Q9F2V2	13:23:23	-28:06:3	40
Q9F1V3	13:16:11	-27:07:2	40
Q9F4V3	13:16:07	-29:05:4	40
Q9F3V3	13:23:27	-30:03:0	40
Q9F2V3	13:23:23	-28:06:3	40
Q9F1V4	13:16:11	-27:07:2	40
Q9F4V4	13:16:07	-29:05:4	40
Q9F3V4	13:23:27	-30:03:0	40
Q9F2V4	13:23:23	-28:06:3	40
Q9F1V5	13:16:11	-27:07:2	40
Q9F4V5	13:16:07	-29:05:4	40
Q9F3V5	13:23:27	-30:03:0	40
Q9F2V5	13:23:23	-28:06:3	40
SLEW_QX_QY	13:23:23	-28:06:3	60
