imname	RA	DEC	EXPTIME
Q29F1V1	13:45:07	-27:07:25	40
Q29F4V1	13:45:03	-29:05:49	40
Q29F3V1	13:52:24	-30:03:01	40
Q29F2V1	13:52:20	-28:06:37	40
Q29F1V2	13:45:07	-27:07:25	40
Q29F4V2	13:45:03	-29:05:49	40
Q29F3V2	13:52:24	-30:03:01	40
Q29F2V2	13:52:20	-28:06:37	40
Q29F1V3	13:45:07	-27:07:25	40
Q29F4V3	13:45:03	-29:05:49	40
Q29F3V3	13:52:24	-30:03:01	40
Q29F2V3	13:52:20	-28:06:37	40
Q29F1V4	13:45:07	-27:07:25	40
Q29F4V4	13:45:03	-29:05:49	40
Q29F3V4	13:52:24	-30:03:01	40
Q29F2V4	13:52:20	-28:06:37	40
Q29F1V5	13:45:07	-27:07:25	40
Q29F4V5	13:45:03	-29:05:49	40
Q29F3V5	13:52:24	-30:03:01	40
Q29F2V5	13:52:20	-28:06:37	40
SLEW_QX_QY	13:52:20	-28:06:37	60
