imname	RA	DEC	EXPTIME
Q57F1V1	15:06:23	00:19:49	40
Q57F2V1	15:06:23	-01:38:13	40
Q57F3V1	15:12:47	-02:37:25	40
Q57F4V1	15:12:46	-00:39:01	40
Q57F1V2	15:06:23	00:19:49	40
Q57F2V2	15:06:23	-01:38:13	40
Q57F3V2	15:12:47	-02:37:25	40
Q57F4V2	15:12:46	-00:39:01	40
Q57F1V3	15:06:23	00:19:49	40
Q57F2V3	15:06:23	-01:38:13	40
Q57F3V3	15:12:47	-02:37:25	40
Q57F4V3	15:12:46	-00:39:01	40
Q57F1V4	15:06:23	00:19:49	40
Q57F2V4	15:06:23	-01:38:13	40
Q57F3V4	15:12:47	-02:37:25	40
Q57F4V4	15:12:46	-00:39:01	40
Q57F1V5	15:06:23	00:19:49	40
Q57F2V5	15:06:23	-01:38:13	40
Q57F3V5	15:12:47	-02:37:25	40
Q57F4V5	15:12:46	-00:39:01	40
SLEW_QX_QY	15:12:46	-00:39:01	60
