imname	RA	DEC	EXPTIME
Q45F1V1	14:15:06	-11:26:13	40
Q45F2V1	14:15:04	-13:24:37	40
Q45F3V1	14:21:39	-14:23:49	40
Q45F4V1	14:21:37	-12:25:25	40
Q45F1V2	14:15:06	-11:26:13	40
Q45F2V2	14:15:04	-13:24:37	40
Q45F3V2	14:21:39	-14:23:49	40
Q45F4V2	14:21:37	-12:25:25	40
Q45F1V3	14:15:06	-11:26:13	40
Q45F2V3	14:15:04	-13:24:37	40
Q45F3V3	14:21:39	-14:23:49	40
Q45F4V3	14:21:37	-12:25:25	40
Q45F1V4	14:15:06	-11:26:13	40
Q45F2V4	14:15:04	-13:24:37	40
Q45F3V4	14:21:39	-14:23:49	40
Q45F4V4	14:21:37	-12:25:25	40
Q45F1V5	14:15:06	-11:26:13	40
Q45F2V5	14:15:04	-13:24:37	40
Q45F3V5	14:21:39	-14:23:49	40
Q45F4V5	14:21:37	-12:25:25	40
SLEW_QX_QY	14:21:37	-12:25:25	60
