imname	RA	DEC	EXPTIME
Q26F1V1	13:48:19	-15:21:0	40
Q26F4V1	13:48:17	-17:19:2	40
Q26F3V1	13:55:00	-18:18:3	40
Q26F2V1	13:54:57	-16:20:1	40
Q26F1V2	13:48:19	-15:21:0	40
Q26F4V2	13:48:17	-17:19:2	40
Q26F3V2	13:55:00	-18:18:3	40
Q26F2V2	13:54:57	-16:20:1	40
Q26F1V3	13:48:19	-15:21:0	40
Q26F4V3	13:48:17	-17:19:2	40
Q26F3V3	13:55:00	-18:18:3	40
Q26F2V3	13:54:57	-16:20:1	40
Q26F1V4	13:48:19	-15:21:0	40
Q26F4V4	13:48:17	-17:19:2	40
Q26F3V4	13:55:00	-18:18:3	40
Q26F2V4	13:54:57	-16:20:1	40
Q26F1V5	13:48:19	-15:21:0	40
Q26F4V5	13:48:17	-17:19:2	40
Q26F3V5	13:55:00	-18:18:3	40
Q26F2V5	13:54:57	-16:20:1	40
SLEW_QX_QY	13:54:57	-16:20:1	60
