imname	RA	DEC	EXPTIME
Q26F1V1	14:15:33	-04:12:37	40
Q26F2V1	14:15:32	-06:09:01	40
Q26F3V1	14:21:58	-07:08:13	40
Q26F4V1	14:21:57	-05:11:49	40
Q26F1V2	14:15:33	-04:12:37	40
Q26F2V2	14:15:32	-06:09:01	40
Q26F3V2	14:21:58	-07:08:13	40
Q26F4V2	14:21:57	-05:11:49	40
Q26F1V3	14:15:33	-04:12:37	40
Q26F2V3	14:15:32	-06:09:01	40
Q26F3V3	14:21:58	-07:08:13	40
Q26F4V3	14:21:57	-05:11:49	40
Q26F1V4	14:15:33	-04:12:37	40
Q26F2V4	14:15:32	-06:09:01	40
Q26F3V4	14:21:58	-07:08:13	40
Q26F4V4	14:21:57	-05:11:49	40
Q26F1V5	14:15:33	-04:12:37	40
Q26F2V5	14:15:32	-06:09:01	40
Q26F3V5	14:21:58	-07:08:13	40
Q26F4V5	14:21:57	-05:11:49	40
SLEW_QX_QY	14:21:57	-05:11:49	60
