imname	RA	DEC	EXPTIME
Q25F1V1	14:15:19	00:19:49	40
Q25F2V1	14:15:19	-01:38:13	40
Q25F3V1	14:21:42	-02:37:25	40
Q25F4V1	14:21:42	-00:39:01	40
Q25F1V2	14:15:19	00:19:49	40
Q25F2V2	14:15:19	-01:38:13	40
Q25F3V2	14:21:42	-02:37:25	40
Q25F4V2	14:21:42	-00:39:01	40
Q25F1V3	14:15:19	00:19:49	40
Q25F2V3	14:15:19	-01:38:13	40
Q25F3V3	14:21:42	-02:37:25	40
Q25F4V3	14:21:42	-00:39:01	40
Q25F1V4	14:15:19	00:19:49	40
Q25F2V4	14:15:19	-01:38:13	40
Q25F3V4	14:21:42	-02:37:25	40
Q25F4V4	14:21:42	-00:39:01	40
Q25F1V5	14:15:19	00:19:49	40
Q25F2V5	14:15:19	-01:38:13	40
Q25F3V5	14:21:42	-02:37:25	40
Q25F4V5	14:21:42	-00:39:01	40
SLEW_QX_QY	14:21:42	-00:39:01	60
