imname	RA	DEC	EXPTIME
Q65F1V1	14:41:15	-11:26:1	40
Q65F4V1	14:41:13	-13:24:3	40
Q65F3V1	14:47:48	-14:23:4	40
Q65F2V1	14:47:46	-12:25:2	40
Q65F1V2	14:41:15	-11:26:1	40
Q65F4V2	14:41:13	-13:24:3	40
Q65F3V2	14:47:48	-14:23:4	40
Q65F2V2	14:47:46	-12:25:2	40
Q65F1V3	14:41:15	-11:26:1	40
Q65F4V3	14:41:13	-13:24:3	40
Q65F3V3	14:47:48	-14:23:4	40
Q65F2V3	14:47:46	-12:25:2	40
Q65F1V4	14:41:15	-11:26:1	40
Q65F4V4	14:41:13	-13:24:3	40
Q65F3V4	14:47:48	-14:23:4	40
Q65F2V4	14:47:46	-12:25:2	40
Q65F1V5	14:41:15	-11:26:1	40
Q65F4V5	14:41:13	-13:24:3	40
Q65F3V5	14:47:48	-14:23:4	40
Q65F2V5	14:47:46	-12:25:2	40
SLEW_QX_QY	14:47:46	-12:25:2	60
