imname	RA	DEC	EXPTIME
Q80F1V1	14:58:49	-31:02:13	40
Q80F2V1	14:58:44	-32:60:37	40
Q80F3V1	15:06:23	-33:59:49	40
Q80F4V1	15:06:18	-32:01:25	40
Q80F1V2	14:58:49	-31:02:13	40
Q80F2V2	14:58:44	-32:60:37	40
Q80F3V2	15:06:23	-33:59:49	40
Q80F4V2	15:06:18	-32:01:25	40
Q80F1V3	14:58:49	-31:02:13	40
Q80F2V3	14:58:44	-32:60:37	40
Q80F3V3	15:06:23	-33:59:49	40
Q80F4V3	15:06:18	-32:01:25	40
Q80F1V4	14:58:49	-31:02:13	40
Q80F2V4	14:58:44	-32:60:37	40
Q80F3V4	15:06:23	-33:59:49	40
Q80F4V4	15:06:18	-32:01:25	40
Q80F1V5	14:58:49	-31:02:13	40
Q80F2V5	14:58:44	-32:60:37	40
Q80F3V5	15:06:23	-33:59:49	40
Q80F4V5	15:06:18	-32:01:25	40
SLEW_QX_QY	15:06:18	-32:01:25	60
