imname	RA	DEC	EXPTIME
Q36F1V1	14:28:10	-11:26:13	40
Q36F2V1	14:28:09	-13:24:37	40
Q36F3V1	14:34:43	-14:23:49	40
Q36F4V1	14:34:42	-12:25:25	40
Q36F1V2	14:28:10	-11:26:13	40
Q36F2V2	14:28:09	-13:24:37	40
Q36F3V2	14:34:43	-14:23:49	40
Q36F4V2	14:34:42	-12:25:25	40
Q36F1V3	14:28:10	-11:26:13	40
Q36F2V3	14:28:09	-13:24:37	40
Q36F3V3	14:34:43	-14:23:49	40
Q36F4V3	14:34:42	-12:25:25	40
Q36F1V4	14:28:10	-11:26:13	40
Q36F2V4	14:28:09	-13:24:37	40
Q36F3V4	14:34:43	-14:23:49	40
Q36F4V4	14:34:42	-12:25:25	40
Q36F1V5	14:28:10	-11:26:13	40
Q36F2V5	14:28:09	-13:24:37	40
Q36F3V5	14:34:43	-14:23:49	40
Q36F4V5	14:34:42	-12:25:25	40
SLEW_QX_QY	14:34:42	-12:25:25	60
