imname	RA	DEC	EXPTIME
Q19F1V1	13:30:39	-27:07:2	40
Q19F4V1	13:30:35	-29:05:4	40
Q19F3V1	13:37:55	-30:03:0	40
Q19F2V1	13:37:51	-28:06:3	40
Q19F1V2	13:30:39	-27:07:2	40
Q19F4V2	13:30:35	-29:05:4	40
Q19F3V2	13:37:55	-30:03:0	40
Q19F2V2	13:37:51	-28:06:3	40
Q19F1V3	13:30:39	-27:07:2	40
Q19F4V3	13:30:35	-29:05:4	40
Q19F3V3	13:37:55	-30:03:0	40
Q19F2V3	13:37:51	-28:06:3	40
Q19F1V4	13:30:39	-27:07:2	40
Q19F4V4	13:30:35	-29:05:4	40
Q19F3V4	13:37:55	-30:03:0	40
Q19F2V4	13:37:51	-28:06:3	40
Q19F1V5	13:30:39	-27:07:2	40
Q19F4V5	13:30:35	-29:05:4	40
Q19F3V5	13:37:55	-30:03:0	40
Q19F2V5	13:37:51	-28:06:3	40
SLEW_QX_QY	13:37:51	-28:06:3	60
