imname	RA	DEC	EXPTIME
Q97F1V1	15:22:45	-19:17:49	40
Q97F4V1	15:22:43	-21:14:13	40
Q97F3V1	15:29:35	-22:13:25	40
Q97F2V1	15:29:32	-20:15:01	40
Q97F1V2	15:22:45	-19:17:49	40
Q97F4V2	15:22:43	-21:14:13	40
Q97F3V2	15:29:35	-22:13:25	40
Q97F2V2	15:29:32	-20:15:01	40
Q97F1V3	15:22:45	-19:17:49	40
Q97F4V3	15:22:43	-21:14:13	40
Q97F3V3	15:29:35	-22:13:25	40
Q97F2V3	15:29:32	-20:15:01	40
Q97F1V4	15:22:45	-19:17:49	40
Q97F4V4	15:22:43	-21:14:13	40
Q97F3V4	15:29:35	-22:13:25	40
Q97F2V4	15:29:32	-20:15:01	40
Q97F1V5	15:22:45	-19:17:49	40
Q97F4V5	15:22:43	-21:14:13	40
Q97F3V5	15:29:35	-22:13:25	40
Q97F2V5	15:29:32	-20:15:01	40
SLEW_QX_QY	15:29:32	-20:15:01	60
