imname	RA	DEC	EXPTIME
Q64F1V1	14:41:02	-07:31:2	40
Q64F4V1	14:41:01	-09:29:4	40
Q64F3V1	14:47:30	-10:27:0	40
Q64F2V1	14:47:29	-08:30:3	40
Q64F1V2	14:41:02	-07:31:2	40
Q64F4V2	14:41:01	-09:29:4	40
Q64F3V2	14:47:30	-10:27:0	40
Q64F2V2	14:47:29	-08:30:3	40
Q64F1V3	14:41:02	-07:31:2	40
Q64F4V3	14:41:01	-09:29:4	40
Q64F3V3	14:47:30	-10:27:0	40
Q64F2V3	14:47:29	-08:30:3	40
Q64F1V4	14:41:02	-07:31:2	40
Q64F4V4	14:41:01	-09:29:4	40
Q64F3V4	14:47:30	-10:27:0	40
Q64F2V4	14:47:29	-08:30:3	40
Q64F1V5	14:41:02	-07:31:2	40
Q64F4V5	14:41:01	-09:29:4	40
Q64F3V5	14:47:30	-10:27:0	40
Q64F2V5	14:47:29	-08:30:3	40
SLEW_QX_QY	14:47:29	-08:30:3	60
