imname	RA	DEC	EXPTIME
Q77F1V1	14:55:32	-19:17:49	40
Q77F4V1	14:55:29	-21:14:13	40
Q77F3V1	15:02:22	-22:13:25	40
Q77F2V1	15:02:19	-20:15:01	40
Q77F1V2	14:55:32	-19:17:49	40
Q77F4V2	14:55:29	-21:14:13	40
Q77F3V2	15:02:22	-22:13:25	40
Q77F2V2	15:02:19	-20:15:01	40
Q77F1V3	14:55:32	-19:17:49	40
Q77F4V3	14:55:29	-21:14:13	40
Q77F3V3	15:02:22	-22:13:25	40
Q77F2V3	15:02:19	-20:15:01	40
Q77F1V4	14:55:32	-19:17:49	40
Q77F4V4	14:55:29	-21:14:13	40
Q77F3V4	15:02:22	-22:13:25	40
Q77F2V4	15:02:19	-20:15:01	40
Q77F1V5	14:55:32	-19:17:49	40
Q77F4V5	14:55:29	-21:14:13	40
Q77F3V5	15:02:22	-22:13:25	40
Q77F2V5	15:02:19	-20:15:01	40
SLEW_QX_QY	15:02:19	-20:15:01	60
