imname	RA	DEC	EXPTIME
Q11F1V1	13:49:24	-07:31:25	40
Q11F2V1	13:49:23	-09:29:49	40
Q11F3V1	13:55:52	-10:27:01	40
Q11F4V1	13:55:51	-08:30:37	40
Q11F1V2	13:49:24	-07:31:25	40
Q11F2V2	13:49:23	-09:29:49	40
Q11F3V2	13:55:52	-10:27:01	40
Q11F4V2	13:55:51	-08:30:37	40
Q11F1V3	13:49:24	-07:31:25	40
Q11F2V3	13:49:23	-09:29:49	40
Q11F3V3	13:55:52	-10:27:01	40
Q11F4V3	13:55:51	-08:30:37	40
Q11F1V4	13:49:24	-07:31:25	40
Q11F2V4	13:49:23	-09:29:49	40
Q11F3V4	13:55:52	-10:27:01	40
Q11F4V4	13:55:51	-08:30:37	40
Q11F1V5	13:49:24	-07:31:25	40
Q11F2V5	13:49:23	-09:29:49	40
Q11F3V5	13:55:52	-10:27:01	40
Q11F4V5	13:55:51	-08:30:37	40
SLEW_QX_QY	13:55:51	-08:30:37	60
