imname	RA	DEC	EXPTIME
Q5F1V1	13:22:48	-11:26:1	40
Q5F4V1	13:22:47	-13:24:3	40
Q5F3V1	13:29:21	-14:23:4	40
Q5F2V1	13:29:20	-12:25:2	40
Q5F1V2	13:22:48	-11:26:1	40
Q5F4V2	13:22:47	-13:24:3	40
Q5F3V2	13:29:21	-14:23:4	40
Q5F2V2	13:29:20	-12:25:2	40
Q5F1V3	13:22:48	-11:26:1	40
Q5F4V3	13:22:47	-13:24:3	40
Q5F3V3	13:29:21	-14:23:4	40
Q5F2V3	13:29:20	-12:25:2	40
Q5F1V4	13:22:48	-11:26:1	40
Q5F4V4	13:22:47	-13:24:3	40
Q5F3V4	13:29:21	-14:23:4	40
Q5F2V4	13:29:20	-12:25:2	40
Q5F1V5	13:22:48	-11:26:1	40
Q5F4V5	13:22:47	-13:24:3	40
Q5F3V5	13:29:21	-14:23:4	40
Q5F2V5	13:29:20	-12:25:2	40
SLEW_QX_QY	13:29:20	-12:25:2	60
